Name,Quelle,Gruppe,Volk,Klasse,Stufe,Fähigkeiten,Upgrade,KÖR,AGI,GEI,ST,BE,VE,HÄ,GE,AU,Lebenskraft,Initiative,Laufen,Abwehr,Schlagen,Schiessen,Zauber,Zielzauber,GH,GK,EP,Talente,Fähigkeiten Schlüssel,Waffen,Panzerung,Ausrüstung,Zaubersprüche
Zombiedrache,Slay! #3,Untote,,,,,,20,8,1,8,5,1,10,5,1,600,13,12.5,34,32,17,,,64,ge,907,"Angst, Mehrere Angriffe (+1), Geistesimmun, Dunkelsicht, Natürliche Waffen, Odem, Regeneration, Totenkraft, Verdorrende Aura, Verschlingen, Wesen der Dunkelheit (Settingoption), Zerstampfen","Angst: DS4CreatureTalent.fear2.description, Mehrere Angriffe (+1): DS4CreatureTalent.multipleattacksdragon.description, Geistesimmun: DS4CreatureTalent.mentalimmunity.description, Dunkelsicht: DS4CreatureTalent.darkvision.description, Natürliche Waffen: DS4CreatureTalent.naturalweapons.description, Odem: DS4CreatureTalent.odem.description, Regeneration: DS4CreatureTalent.regeneration1lk.description, Totenkraft: DS4CreatureTalent.forceofdeath.description, Verdorrende Aura: DS4CreatureTalent.evilaura.description, Verschlingen: DS4CreatureTalent.gulp.description, Wesen der Dunkelheit (Settingoption): DS4CreatureTalent.creatureofdarkness.description, Zerstampfen: DS4CreatureTalent.trample.description","Biss, Klaue, Odem oder Schwanzhieb (WB+4, GA-2)",Verrottender Körper (PA+4),,
Zombiegoblin,Slay! #3,Untote,,,,,,5,7,0,4,0,0,2,0,0,9,7,4.5,9,11,7,,,1,kl,46,"Geistesimmun, Natürliche Waffen, Wesen der Dunkelheit (Settingoption)","Geistesimmun: DS4CreatureTalent.mentalimmunity.description, Natürliche Waffen: DS4CreatureTalent.naturalweapons.description, Wesen der Dunkelheit (Settingoption): DS4CreatureTalent.creatureofdarkness.description",Knochenpranke (WB+2),Merkt nichts (PA+2),,
Zombiekeiler,Slay! #3,Untote,,,,,,11,7,0,4,2,0,5,0,0,39,9,7,18,17,7,,,10,no,107,"Geistesimmun, Natürliche Waffen, Sturmangriff, Wesen der Dunkelheit (Settingoption)","Geistesimmun: DS4CreatureTalent.mentalimmunity.description, Natürliche Waffen: DS4CreatureTalent.naturalweapons.description, Sturmangriff: DS4CreatureTalent.charge.description, Wesen der Dunkelheit (Settingoption): DS4CreatureTalent.creatureofdarkness.description","Hauer (WB+2, GA-1)",Dicke Borstenhaut (PA+2),,
Zombieoger,Slay! #3,Untote,,,,,,12,4,0,5,0,0,4,0,0,52,4,3.5,18,19,4,,,11,gr,106,"Geistesimmun, Natürliche Waffen, Umschlingen, Wesen der Dunkelheit (Settingoption)","Geistesimmun: DS4CreatureTalent.mentalimmunity.description, Natürliche Waffen: DS4CreatureTalent.naturalweapons.description, Umschlingen: DS4CreatureTalent.entangle.description, Wesen der Dunkelheit (Settingoption): DS4CreatureTalent.creatureofdarkness.description",Knochenpranke (WB+2),Merkt nichts (PA+2),,
Zombieork,Slay! #3,Untote,,,,,,10,6,0,4,0,0,4,0,0,24,6,4,16,16,6,,,7,no,67,"Geistesimmun, Natürliche Waffen, Wesen der Dunkelheit (Settingoption)","Geistesimmun: DS4CreatureTalent.mentalimmunity.description, Natürliche Waffen: DS4CreatureTalent.naturalweapons.description, Wesen der Dunkelheit (Settingoption): DS4CreatureTalent.creatureofdarkness.description",Knochenpranke (WB+2),Merkt nichts (PA+2),,
Zombieriesenratte,Slay! #3,Untote,,,,,,6,4,0,2,2,0,1,1,0,13,6,4.5,9,10,5,,,2,kl,60,"Dunkelsicht, Geistesimmun, Natürliche Waffen, Schwimmen, Wesen der Dunkelheit (Settingoption)","Dunkelsicht: DS4CreatureTalent.darkvision.description, Geistesimmun: DS4CreatureTalent.mentalimmunity.description, Natürliche Waffen: DS4CreatureTalent.naturalweapons.description, Schwimmen: DS4CreatureTalent.swim.description, Wesen der Dunkelheit (Settingoption): DS4CreatureTalent.creatureofdarkness.description",Spitze Zähne (WB+2),Merkt nichts (PA+2),,
Zombietroll,Slay! #3,Untote,,,,,,16,6,0,6,0,0,5,0,0,62,6,4.5,23,24,6,,,18,gr,157,"Anfällig, Dunkelsicht, Geistesimmun, Natürliche Waffen, Regeneration, Wesen der Dunkelheit (Settingoption)","Anfällig: DS4CreatureTalent.weaknesslight.description, Dunkelsicht: DS4CreatureTalent.darkvision.description, Geistesimmun: DS4CreatureTalent.mentalimmunity.description, Natürliche Waffen: DS4CreatureTalent.naturalweapons.description, Regeneration: DS4CreatureTalent.regeneration.description, Wesen der Dunkelheit (Settingoption): DS4CreatureTalent.creatureofdarkness.description","Knochenpranke (WB+2, GA-2)",Merkt nichts (PA+2),,
Zombiewolf,Slay! #3,Untote,,,,,,10,6,0,4,3,0,1,0,0,32,9,6,12,16,6,,,7,no,99,"Geistesimmun, Nachtsicht, Natürliche Waffen, Sturmangriff, Wesen der Dunkelheit (Settingoption)","Geistesimmun: DS4CreatureTalent.mentalimmunity.description, Nachtsicht: DS4CreatureTalent.nightvision.description, Natürliche Waffen: DS4CreatureTalent.naturalweapons.description, Sturmangriff: DS4CreatureTalent.charge.description, Wesen der Dunkelheit (Settingoption): DS4CreatureTalent.creatureofdarkness.description","Kräftiger Biss (WB+2, GA-1)",Wolfspelz (PA+1),,
Zwergensklave,Trächtige Wildsau,Zwerg,Zwerg,KRI,1,"Dunkelsicht, Langlebig, Zäh",,8,6,6,2,2,1,2,2,1,20,5,4,11,11,8,,,1,no,51,,,"Werkzeug (WB+1, INI-3)",Lumpen,,
Zwergischer Minenarbeiter,Slayerforum,Zwerg,Zwerg,KRI,1,"Dunkelsicht, Langlebig, Zäh",,8,6,6,5,1,0,2,2,0,20,7,4,11,14,8,,,2,no,61,"Handwerk I, Wissensgebiet I, Wissensgebiet I, Wissensgebiet I","Handwerk I: DS4Talent.craft.description, Wissensgebiet I: DS4Talent.knowledge.description, Wissensgebiet I: DS4Talent.knowledge.description, Wissensgebiet I: DS4Talent.knowledge.description","Hammer (WB+1, GA-1)",,,
